"1","2","3"
"-0.5164443711888418","0.5532225319119353","0.13623125852857965","-0.505997445970388","-0.45560928180758453","0.5315840801492797","0.6980321774697738","-0.7501483887927876","-0.2330115721365733","0.33034229601353915","-0.9042908085073358","-0.622017157856148","-0.5088085551198378"
